----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 13:41:02|  3   2  82  13   0|3039M 8649M 1339M 17.9G|1509   328 :1259   217 : 250   111 |  41M  225M:  10M  165M:  31M   60M|38.6G  457G:9989M  481G
24-02 13:41:03|  3   4  77  17   0|3043M 8643M 1339M 17.9G|4873   841 :4695   221 : 178   618 |  59M  543M:  37M  166M:  22M  377M|38.7G  457G:9.79G  481G
24-02 13:41:04|  4   3  82  10   0|3041M 8646M 1340M 17.9G|3158   634 :2908   270 : 250   355 |  54M  227M:  23M  165M:  31M   62M|38.8G  457G:9.81G  481G
24-02 13:41:05|  3   2  76  19   0|3035M 8655M 1340M 17.9G| 443   540 : 222   283 : 221   230 |  31M  309M:3136k  166M:  28M  142M|38.8G  457G:9.83G  481G
24-02 13:41:06|  3   3  66  28   0|3031M 8655M 1340M 17.9G|1773   861 :1317   586 : 456   275 |  44M  290M:  10M  165M:  34M  126M|38.8G  457G:9.85G  481G
24-02 13:41:07|  2   3  76  19   0|3027M 8715M 1340M 17.9G|2231   674 :1983   560 : 248   108 |  46M  222M:  15M  165M:  31M   57M|38.8G  457G:9.87G  481G
24-02 13:41:08|  5   4  81  10   0|3027M 8942M 1340M 17.7G|6021   493 :5670   413 : 351  80.0 |  76M  223M:  44M  166M:  31M   57M|38.5G  457G:9.89G  481G
24-02 13:41:09|  3   3  88   6   0|3035M 8774M 1340M 17.8G|6386   320 :6137   236 : 249  82.0 |  79M  222M:  48M  166M:  31M   57M|38.6G  457G:9.91G  481G
24-02 13:41:10|  3   3  84   9   0|3038M 8648M 1340M 17.9G|5016   478 :4775   240 : 241   190 |  67M  285M:  37M  165M:  29M  119M|38.7G  457G:9.93G  481G
24-02 13:41:11|  4   3  65  28   0|3071M 8609M 1340M 17.9G|2084   760 :1915   281 : 169   479 |  36M  534M:  15M  166M:  21M  368M|38.7G  457G:9.95G  481G
24-02 13:41:12|  5   2  76  16   0|3073M 8607M 1340M 17.9G|1823   411 :1568   278 : 255   133 |  44M  229M:  12M  165M:  32M   64M|38.7G  457G:9.97G  481G
24-02 13:41:13|  3   3  80  15   0|3072M 8608M 1340M 17.9G|2599   839 :2394   327 : 205   510 |  44M  389M:  19M  165M:  25M  223M|38.8G  457G:9.99G  481G
24-02 13:41:14|  5   4  86   6   0|3054M 8626M 1340M 17.9G|5710   470 :5465   234 : 245   230 |  73M  229M:  43M  166M:  31M   62M|38.9G  457G:10.0G  481G
24-02 13:41:15|  4   3  80  13   0|3059M 8625M 1340M 17.9G|3933   759 :3727   309 : 206   401 |  55M  363M:  29M  165M:  26M  195M|39.0G  457G:10.0G  481G
24-02 13:41:16|  6   2  78  14   0|3118M 8563M 1340M 17.9G| 475   297 : 238   205 : 237  90.0 |  31M  221M:1904k  165M:  30M   56M|39.0G  457G:10.0G  481G
24-02 13:41:17|  5   3  83   8   0|3107M 8573M 1340M 17.9G|3550   602 :3326   296 : 224   243 |  54M  320M:  26M  161M:  28M  157M|39.1G  457G:10.1G  481G
24-02 13:41:18|  4   3  78  16   0|3109M 8834M 1340M 17.7G|3616   418 :3371   324 : 245  94.0 |  58M  226M:  28M  171M:  30M   55M|38.8G  457G:10.1G  481G
24-02 13:41:19|  4   4  83   9   0|3114M 8799M 1340M 17.7G|6141   425 :5725   326 : 416  99.0 |  72M  215M:  45M  165M:  27M   50M|38.7G  457G:10.1G  481G
24-02 13:41:20|  4   4  84   8   0|3065M 8684M 1340M 17.9G|6438   312 :6008   225 : 430  81.0 |  84M  203M:  47M  165M:  37M   38M|38.8G  457G:10.1G  481G
24-02 13:41:21|  3   3  87   7   0|3078M 8600M 1340M 17.9G|5369   295 :5119   210 : 250  83.0 |  45M  210M:  40M  165M:5420k   45M|38.9G  457G:10.1G  481G
24-02 13:41:22|  4   4  80  12   0|3075M 8603M 1340M 17.9G|3346   864 :3346   294 :   0   567 |  26M  433M:  26M  166M:   0   267M|39.0G  457G:10.2G  481G
24-02 13:41:23|  2   2  86  10   0|3070M 8607M 1340M 17.9G| 262   411 : 262   242 :   0   104 |2048k  194M:2048k  165M:   0    27M|39.0G  457G:10.2G  481G
24-02 13:41:24|  5   4  86   6   0|3075M 8601M 1340M 17.9G|4532   351 :4385   229 : 147   116 |  34M  193M:  33M  166M: 588k   26M|39.2G  457G:10.2G  481G
24-02 13:41:25|  4   4  78  14   0|3051M 8630M 1340M 17.9G|5979   893 :5540   259 : 439   616 |  45M  492M:  43M  165M:1764k  327M|39.2G  457G:10.2G  481G
24-02 13:41:26|  4   2  76  18   0|3038M 8638M 1340M 17.9G|2744   438 :2744   352 :   0  84.0 |  21M  189M:  21M  165M:   0    24M|39.3G  457G:10.2G  481G
24-02 13:41:27|  2   2  78  18   0|3034M 8644M 1340M 17.9G|1700   355 :1699   268 :1.00  81.0 |  12M  192M:  12M  166M:  16k   26M|39.3G  457G:10.3G  481G
24-02 13:41:28|  3   2  79  16   0|3031M 8647M 1341M 17.9G|2974   919 :2974   355 :   0   562 |  23M  351M:  23M  165M:   0   186M|39.3G  457G:10.3G  481G
24-02 13:41:29|  3   3  79  15   0|3029M 8649M 1341M 17.9G|4205   529 :4204   440 :1.00  89.0 |  45M  193M:  45M  166M:  32k   27M|39.4G  457G:10.3G  481G
24-02 13:41:30|  5   4  78  13   0|3022M 8779M 1341M 17.8G|11.6k  633 :11.6k  364 :   0   263 |  91M  308M:  91M  166M:   0   142M|39.0G  457G:10.3G  481G
24-02 13:41:31|  5   4  85   7   0|3025M 8644M 1341M 18.0G|9262   443 :9262   298 :   0   141 |  73M  223M:  73M  156M:   0    67M|39.1G  457G:10.3G  481G
24-02 13:41:32|  4   3  89   3   0|3030M 8637M 1341M 18.0G|4233   241 :4062   140 : 171   101 |  53M  122M:  32M   77M:  21M   44M|39.2G  457G:10.4G  481G
24-02 13:41:33|  3   3  90   4   0|3045M 8624M 1341M 18.0G|3776   354 :3536   246 : 240   106 |  58M  107M:  28M   76M:  30M   31M|39.2G  457G:10.4G  481G
24-02 13:41:34|  3   3  80  15   0|3043M 8631M 1341M 17.9G|2702   431 :2437   330 : 265  93.0 |  52M  191M:  19M  165M:  33M   26M|39.2G  457G:10.4G  481G
24-02 13:41:35|  2   2  83  13   0|3046M 8632M 1341M 17.9G| 863   434 : 605   299 : 258   129 |  37M  215M:4840k  166M:  32M   49M|39.3G  457G:10.4G  481G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 13:41:36|  5   4  83   9   0|3036M 8634M 1341M 17.9G|4036   767 :3851   220 : 185   491 |  53M  397M:  30M   79M:  23M  316M|39.3G  457G:10.4G  481G
24-02 13:41:37|  3   2  92   3   0|3031M 8641M 1341M 17.9G| 267   221 :2.00   134 : 265  80.0 |  33M   71M:  24k   44M:  33M   27M|39.4G  457G:10.5G  481G
24-02 13:41:38|  3   2  93   2   0|3032M 8638M 1341M 17.9G| 259   203 :1.00   125 : 258  78.0 |  32M   65M:  24k   40M:  32M   25M|39.4G  457G:10.5G  481G
24-02 13:41:39|  3   2  84  11   0|3044M 8628M 1341M 17.9G| 214   656 :1.00   233 : 213   383 |  27M  311M:  72k   94M:  26M  216M|39.5G  457G:10.5G  481G
24-02 13:41:40|  3   2  76  19   0|3046M 8633M 1341M 17.9G| 239   618 :   0   287 : 239   325 |  29M  373M:   0   165M:  29M  208M|39.5G  457G:10.5G  481G
24-02 13:41:41|  2   1  76  20   0|3038M 8643M 1341M 17.9G| 136   341 :1.00   255 : 135  84.0 |3044k  191M:8192B  166M:3036k   25M|39.5G  456G:10.5G  481G
24-02 13:41:42|  3   2  81  14   0|3037M 8642M 1341M 17.9G|3.00   383 :   0   286 :3.00  97.0 | 152k  191M:   0   165M: 152k   26M|39.5G  456G:10.5G  481G
24-02 13:41:43|  3   2  82  13   0|3044M 8636M 1341M 17.9G|4.00   492 :   0   394 :4.00  96.0 | 368k  192M:   0   165M: 368k   27M|39.6G  456G:10.5G  481G
24-02 13:41:44|  3   2  91   4   0|3037M 8639M 1341M 17.9G|1.00   296 :   0   195 :1.00  95.0 | 128k  111M:   0    86M: 128k   25M|39.6G  456G:10.5G  481G
24-02 13:41:45|  2   2  93   3   0|3028M 8649M 1341M 17.9G|10.0   550 :1.00   160 :9.00   342 | 560k  143M:8192B   42M: 552k  100M|39.6G  456G:10.5G  481G
24-02 13:41:46|  2   2  94   2   0|3029M 8643M 1341M 17.9G|1.00   241 :   0   144 :1.00  95.0 | 128k   66M:   0    41M: 128k   25M|39.6G  456G:10.5G  481G
24-02 13:41:47|  5   1  88   6   0|3048M 8630M 1341M 17.9G| 270   426 :   0   337 : 270  83.0 |1080k  126M:   0    99M:1080k   27M|39.6G  456G:10.5G  481G
24-02 13:41:48|  2   1  77  20   0|3045M 8630M 1341M 17.9G| 307   622 :   0   548 : 307  74.0 |1228k  189M:   0   166M:1228k   24M|39.7G  456G:10.5G  481G
24-02 13:41:49|  2   2  91   5   0|3032M 8922M 1341M 17.7G|   0   358 :   0   265 :   0  93.0 |   0    86M:   0    59M:   0    26M|39.2G  457G:10.5G  481G
24-02 13:41:50|  3   2  92   4   0|3032M 8905M 1341M 17.7G|1.00   791 :1.00   167 :   0   618 |8192B  218M:8192B   41M:   0   177M|39.2G  457G:10.5G  481G
24-02 13:41:51|  2   1  94   3   0|3034M 8873M 1341M 17.7G|   0   275 :   0   143 :   0  81.0 |   0    88M:   0    59M:   0    27M|39.2G  457G:10.5G  481G
24-02 13:41:52|  3   2  92   3   0|3035M 8837M 1342M 17.8G|   0   275 :   0   128 :   0   145 |   0   107M:   0    68M:   0    39M|39.2G  457G:10.5G  481G
24-02 13:41:53|  4   2  92   2   0|3051M 8810M 1342M 17.8G|38.0   222 :3.00   116 :35.0   104 | 580k   77M:  24k   46M: 556k   31M|39.3G  457G:10.5G  481G
24-02 13:41:54|  9   2  86   3   0|3091M 8734M 1342M 17.8G|5.00   295 :5.00   185 :   0   104 |  40k  128M:  40k   88M:   0    40M|39.3G  457G:10.5G  481G
24-02 13:41:55|  4   3  89   5   0|3100M 8674M 1342M 17.8G|   0   777 :   0   213 :   0   558 |   0   264M:   0   102M:   0   161M|39.4G  457G:10.5G  481G
24-02 13:41:56|  6   3  89   3   0|3113M 8605M 1342M 17.9G|7.00   301 :7.00   200 :   0  99.0 |  56k  156M:  56k  102M:   0    54M|39.4G  457G:10.5G  481G
24-02 13:41:57|  3   2  92   3   0|3107M 8577M 1342M 17.9G|   0   267 :   0   162 :   0  99.0 |   0   121M:   0    77M:   0    44M|39.4G  457G:10.5G  481G
24-02 13:41:58|  4   2  90   3   0|3060M 8618M 1342M 17.9G|8.00   290 :8.00   196 :   0  94.0 |  64k  180M:  64k  122M:   0    58M|39.5G  456G:10.5G  481G
24-02 13:41:59|  3   3  86   9   0|3053M 8629M 1342M 17.9G|23.0   594 :   0   455 :23.0  87.0 | 104k  229M:   0   170M: 104k   54M|39.5G  456G:10.5G  481G
24-02 13:42:00|  4   3  89   4   0|3040M 8636M 1342M 17.9G|   0   300 :   0   201 :   0  93.0 |   0   175M:   0   117M:   0    58M|39.6G  456G:10.5G  481G
24-02 13:42:01|  3   2  84  11   0|3047M 8632M 1342M 17.9G|6.00   790 :3.00   290 :3.00   498 |  48k  406M:  24k  127M:  24k  278M|39.6G  456G:10.5G  481G
24-02 13:42:02|  4   2  79  15   0|3056M 8627M 1342M 17.9G|   0   460 :   0   347 :   0   113 |   0   203M:   0   165M:   0    37M|39.6G  456G:10.5G  481G
24-02 13:42:03|  3   2  79  16   0|3049M 8856M 1342M 17.7G|   0   723 :   0   365 :   0   356 |   0   275M:   0   166M:   0   110M|39.4G  457G:10.5G  481G
24-02 13:42:04|  4   3  81  12   0|3047M 9078M 1342M 17.5G|3106   806 :3106   396 :   0   401 |  24M  253M:  24M  147M:   0   106M|39.2G  457G:10.5G  481G
24-02 13:42:05|  3   2  92   3   0|3045M 9038M 1342M 17.5G|3103   269 :3081   174 :22.0  89.0 |  25M   93M:  24M   69M:1432k   24M|39.2G  457G:10.5G  481G
24-02 13:42:06|  4   2  92   3   0|3042M 8988M 1342M 17.6G| 254   416 : 216   238 :38.0   146 |4504k  143M:1728k   94M:2776k   48M|39.3G  457G:10.5G  481G
24-02 13:42:07|  4   1  92   3   0|3050M 8962M 1342M 17.6G| 324   256 :   0   154 : 324  94.0 |  28M   71M:   0    44M:  28M   27M|39.3G  457G:10.5G  481G
24-02 13:42:08|  4   3  90   3   0|3043M 8902M 1342M 17.7G|2845   299 :2578   197 : 267   102 |  50M  139M:  20M   92M:  30M   48M|39.3G  457G:10.5G  481G
24-02 13:42:09|  4   2  91   3   0|3040M 8824M 1342M 17.8G|4190   295 :3944   197 : 246  96.0 |  62M  163M:  31M  107M:  31M   56M|39.4G  457G:10.5G  481G
24-02 13:42:10|  4   2  90   3   0|3047M 8737M 1342M 17.8G|4166   273 :3919   173 : 247  91.0 |  61M  173M:  31M  111M:  31M   62M|39.4G  457G:10.5G  481G
24-02 13:42:11|  4   3  84  10   0|3060M 8615M 1342M 17.9G|2719   776 :2524   231 : 195   543 |  43M  409M:  20M  133M:  24M  276M|39.5G  456G:10.5G  481G
24-02 13:42:12|  4   3  78  15   0|3067M 8611M 1342M 17.9G|2381   914 :2192   374 : 189   513 |  41M  472M:  17M  170M:  24M  301M|39.6G  456G:10.6G  481G
24-02 13:42:13|  3   2  77  18   0|3067M 8609M 1342M 17.9G| 472   617 : 237   296 : 235   262 |  31M  278M:1896k  166M:  29M  111M|39.6G  456G:10.6G  480G
24-02 13:42:14|  4   3  80  13   0|3069M 8608M 1342M 17.9G|1300   555 :1058   352 : 242   196 |  38M  259M:8464k  161M:  30M   98M|39.6G  456G:10.6G  480G
24-02 13:42:15|  4   3  79  14   0|3068M 8610M 1343M 17.9G|3283   859 :3032   435 : 251   414 |  55M  316M:  24M  170M:  31M  146M|39.7G  456G:10.6G  480G
24-02 13:42:16|  4   4  82  10   0|3057M 8620M 1343M 17.9G|4550   521 :4300   381 : 250   140 |  68M  222M:  37M  165M:  31M   57M|39.8G  456G:10.6G  480G
24-02 13:42:17|  4   3  75  19   0|3062M 8629M 1343M 17.9G|2035   489 :1786   388 : 249  95.0 |  45M  218M:  14M  161M:  31M   57M|39.8G  456G:10.7G  480G
24-02 13:42:18|  5   5  77  13   0|3052M 8987M 1343M 17.6G|7615   443 :6711   339 : 904   104 |  86M  226M:  52M  169M:  33M   57M|39.4G  457G:10.7G  480G
24-02 13:42:19|  4   4  86   6   0|3066M 8817M 1343M 17.7G|7023   334 :5956   245 :1067  87.0 |  83M  223M:  47M  165M:  37M   58M|39.5G  456G:10.7G  480G
24-02 13:42:20|  4   4  76  16   0|3070M 8688M 1343M 17.9G|5025   731 :4831   274 : 194   413 |  61M  442M:  38M  167M:  24M  274M|39.6G  456G:10.7G  480G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 13:42:21|  3   3  75  19   0|3064M 8657M 1343M 17.9G|1427   670 :1225   249 : 202   406 |  33M  401M:9800k  165M:  24M  235M|39.6G  456G:10.7G  480G
24-02 13:42:22|  6   2  73  19   0|3068M 8619M 1343M 17.9G| 965   755 : 729   320 : 236   430 |  35M  386M:5828k  166M:  29M  219M|39.6G  456G:10.8G  480G
24-02 13:42:23|  2   3  86   9   0|3074M 8602M 1343M 17.9G|2780   520 :2535   296 : 245   221 |  50M  266M:  20M  165M:  31M  102M|39.7G  456G:10.8G  480G
24-02 13:42:24|  4   3  86   7   0|3069M 8607M 1343M 17.9G|4163   401 :3921   238 : 242   155 |  61M  248M:  31M  166M:  30M   82M|39.8G  456G:10.8G  480G
24-02 13:42:25|  4   3  83   9   0|3065M 8609M 1343M 17.9G|5259   639 :5020   267 : 239   366 |  69M  296M:  39M  166M:  30M  131M|39.9G  456G:10.8G  480G
24-02 13:42:26|  5   3  84   8   0|3066M 8608M 1343M 17.9G|5028   426 :4781   255 : 247   169 |  68M  224M:  37M  164M:  31M   60M|40.0G  456G:10.8G  480G
24-02 13:42:27|  4   2  75  19   0|3065M 8609M 1343M 17.9G| 704   471 : 470   255 : 234   160 |  39M  285M:9584k  166M:  29M  118M|40.0G  456G:10.9G  480G
24-02 13:42:28|  3   2  69  26   0|3069M 8603M 1343M 17.9G|1430   643 :1216   317 : 214   326 |  36M  363M:9728k  166M:  27M  197M|40.0G  456G:10.9G  480G
24-02 13:42:29|  3   4  78  15   0|3066M 9249M 1343M 17.3G|5207   453 :4950   370 : 257  83.0 |  72M  219M:  40M  162M:  32M   57M|39.4G  457G:10.9G  480G
24-02 13:42:30|  5   4  80  12   0|3054M 9377M 1343M 17.2G|6122   512 :5875   351 : 247   123 |  77M  243M:  46M  166M:  31M   75M|39.2G  457G:10.9G  480G
24-02 13:42:31|  2   3  76  19   0|3051M 9370M 1343M 17.2G| 631   562 : 439   222 : 192   326 |  30M  426M:6144k  168M:  24M  258M|39.2G  457G:10.9G  480G
24-02 13:42:32|  6   3  79  12   0|3112M 9213M 1343M 17.3G|3820   548 :3589   292 : 231   250 |  57M  334M:  28M  164M:  28M  170M|39.3G  457G:11.0G  480G
24-02 13:42:33|  5   4  85   7   0|3117M 9058M 1343M 17.5G|5377   348 :5132   232 : 245   114 |  71M  226M:  40M  165M:  30M   60M|39.4G  457G:11.0G  480G
24-02 13:42:34|  4   4  79  13   0|3116M 8924M 1344M 17.6G|4301   709 :4093   227 : 208   476 |  58M  389M:  32M  163M:  26M  226M|39.5G  456G:11.0G  480G
24-02 13:42:35|  4   4  85   7   0|3107M 8792M 1344M 17.7G|4864   417 :4606   220 : 258   191 |  67M  226M:  36M  164M:  31M   61M|39.6G  456G:11.0G  480G
24-02 13:42:36|  5   3  80  12   0|3112M 8658M 1344M 17.9G|4688   663 :4471   286 : 217   331 |  62M  374M:  35M  168M:  27M  204M|39.7G  456G:11.0G  480G
24-02 13:42:37|  3   2  80  16   0|3043M 8692M 1344M 17.9G|1434   335 :1188   219 : 246   108 |  40M  221M:9504k  166M:  31M   55M|39.7G  456G:11.1G  480G
24-02 13:42:38|  3   2  74  21   0|3050M 8658M 1344M 17.9G|1190   501 : 967   268 : 223   225 |  35M  327M:7736k  165M:  28M  162M|39.7G  456G:11.1G  480G
24-02 13:42:39|  2   3  84  12   0|3054M 8620M 1344M 17.9G|3010   349 :2763   262 : 247  87.0 |  52M  221M:  22M  165M:  31M   56M|39.8G  456G:11.1G  480G
24-02 13:42:40|  4   4  73  19   0|3049M 8934M 1344M 17.6G|3363   656 :3140   395 : 223   247 |  51M  350M:  25M  163M:  27M  186M|39.5G  456G:11.1G  480G
24-02 13:42:41|  4   4  83   9   0|3076M 8900M 1344M 17.6G|6265   399 :6020   286 : 245   111 |  78M  247M:  47M  167M:  31M   80M|39.4G  457G:11.1G  480G
24-02 13:42:42|  4   3  78  15   0|3070M 8781M 1344M 17.8G|5121   712 :4916   274 : 205   401 |  64M  437M:  38M  167M:  25M  267M|39.5G  456G:11.2G  480G
24-02 13:42:43|  4   2  80  15   0|3078M 8737M 1344M 17.8G|1429   303 :1172   189 : 257   112 |  41M  222M:9376k  165M:  32M   57M|39.5G  456G:11.2G  480G
24-02 13:42:44|  4   3  77  16   0|3063M 8670M 1344M 17.9G|2823   664 :2594   247 : 229   411 |  49M  308M:  20M  165M:  29M  143M|39.6G  456G:11.2G  480G
24-02 13:42:45|  3   4  87   6   0|3068M 8599M 1344M 17.9G|4716   426 :4466   206 : 250   214 |  66M  227M:  35M  165M:  31M   62M|39.7G  456G:11.2G  480G
24-02 13:42:46|  4   4  86   6   0|3068M 8601M 1344M 17.9G|4028   472 :3783   327 : 245   114 |  60M  237M:  30M  162M:  31M   73M|39.8G  456G:11.2G  480G
24-02 13:42:47|  4   2  69  25   0|3067M 8610M 1344M 17.9G| 930   606 : 713   206 : 217   373 |  31M  399M:6536k  169M:  25M  228M|39.8G  456G:11.3G  480G
24-02 13:42:48|  3   3  83  11   0|3073M 8606M 1344M 17.9G|2736   383 :2490   297 : 246  86.0 |  50M  222M:  19M  165M:  31M   57M|39.8G  456G:11.3G  480G
24-02 13:42:49|  4   3  78  15   0|3062M 8617M 1344M 17.9G|3726   651 :3520   366 : 206   271 |  53M  363M:  28M  166M:  26M  196M|39.9G  456G:11.3G  480G
24-02 13:42:50|  4   3  83  10   0|3062M 8615M 1344M 17.9G|4442   399 :4187   298 : 255  95.0 |  69M  226M:  38M  165M:  32M   60M|40.0G  456G:11.3G  480G
24-02 13:42:51|  3   3  72  22   0|3068M 8695M 1344M 17.9G|2621   745 :2419   404 : 202   330 |  44M  422M:  19M  166M:  25M  255M|39.9G  456G:11.3G  480G
24-02 13:42:52|  4   4  75  17   0|3062M 9007M 1344M 17.6G|3611   775 :3380   382 : 231   329 |  55M  327M:  26M  165M:  29M  161M|39.6G  456G:11.4G  480G
24-02 13:42:53|  6   3  82  10   0|3078M 8916M 1345M 17.6G|3747   714 :3495   309 : 252   396 |  53M  292M:  27M  166M:  26M  126M|39.7G  456G:11.4G  480G
24-02 13:42:54|  8   3  82   7   0|3053M 8764M 1345M 17.8G|6010   355 :5825   230 : 185   119 |  69M  212M:  46M  165M:  23M   47M|39.8G  456G:11.4G  480G
24-02 13:42:55|  5   4  85   7   0|3056M 8620M 1345M 17.9G|4920   441 :4657   216 : 263   219 |  67M  226M:  36M  165M:  30M   61M|39.9G  456G:11.4G  480G
24-02 13:42:56|  5   4  84   7   0|3058M 8622M 1345M 17.9G|4846   315 :4594   224 : 252  91.0 |  67M  223M:  36M  165M:  32M   58M|40.0G  456G:11.4G  480G
24-02 13:42:57|  5   4  76  15   0|3069M 8612M 1345M 17.9G|3960   767 :3732   276 : 228   472 |  58M  465M:  29M  167M:  28M  297M|40.1G  456G:11.5G  480G
24-02 13:42:58|  4   2  79  16   0|3066M 8614M 1345M 17.9G|1199   370 : 951   274 : 248  96.0 |  38M  225M:7664k  166M:  31M   59M|40.1G  456G:11.5G  480G
24-02 13:42:59|  3   2  80  15   0|3056M 8625M 1345M 17.9G|1345   319 :1099   228 : 246  91.0 |  39M  221M:8736k  166M:  31M   55M|40.1G  456G:11.5G  480G
24-02 13:43:00|  5   3  75  17   0|3061M 8620M 1345M 17.9G|2891   739 :2691   341 : 200   338 |  45M  421M:  21M  164M:  24M  256M|40.2G  456G:11.5G  480G
24-02 13:43:01|  4   3  82  11   0|3052M 8625M 1345M 17.9G|4408   376 :4174   280 : 234  96.0 |  67M  234M:  38M  166M:  29M   69M|40.2G  456G:11.5G  480G
24-02 13:43:02|  4   3  69  23   0|3041M 8699M 1345M 17.9G|2121   793 :1891   374 : 230   416 |  42M  416M:  15M  165M:  27M  250M|40.2G  456G:11.6G  480G
24-02 13:43:03|  3   4  75  18   0|3049M 9022M 1345M 17.6G|4331   786 :4078   379 : 253   398 |  63M  284M:  32M  166M:  31M  117M|39.8G  456G:11.6G  480G
24-02 13:43:04|  5   4  85   7   0|3044M 8869M 1345M 17.7G|6297   396 :6042   227 : 255   163 |  79M  224M:  47M  165M:  32M   59M|39.9G  456G:11.6G  479G
24-02 13:43:05|  2   2  80  15   0|3055M 8796M 1345M 17.8G|1915   615 :1690   251 : 225   353 |  47M  323M:  19M  165M:  28M  157M|40.0G  456G:11.6G  479G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 13:43:06|  3   3  85  10   0|3042M 8731M 1345M 17.8G|2002   337 :1757   239 : 245  94.0 |  44M  224M:  14M  166M:  31M   58M|40.0G  456G:11.6G  479G
24-02 13:43:07|  3   3  88   6   0|3034M 8643M 1345M 17.9G|4216   317 :3970   219 : 246  92.0 |  62M  218M:  31M  161M:  31M   56M|40.1G  456G:11.7G  479G
24-02 13:43:08|  4   3  68  25   0|3046M 8633M 1345M 17.9G|2003   639 :1813   260 : 190   327 |  44M  426M:  21M  170M:  23M  256M|40.2G  456G:11.7G  479G
24-02 13:43:09|  2   2  81  15   0|3044M 8634M 1345M 17.9G|2341   403 :2091   312 : 250  91.0 |  47M  221M:  16M  165M:  30M   56M|40.2G  456G:11.7G  479G
24-02 13:43:10|  5   4  84   7   0|3106M 8570M 1345M 17.9G|6069   342 :5812   244 : 257  92.0 |  77M  222M:  45M  159M:  32M   62M|40.3G  456G:11.7G  479G
24-02 13:43:11|  4   3  73  19   0|3130M 8545M 1345M 17.9G|2176   664 :1970   328 : 206   324 |  41M  420M:  15M  171M:  25M  248M|40.4G  456G:11.7G  479G
24-02 13:43:12|  3   4  78  15   0|3123M 8550M 1345M 17.9G|2524   851 :2288   477 : 236   367 |  46M  384M:  18M  166M:  28M  217M|40.4G  456G:11.8G  479G
24-02 13:43:13|  3   3  82  12   0|3127M 8579M 1346M 17.9G|3926   844 :3684   397 : 242   442 |  59M  284M:  29M  162M:  30M  122M|40.4G  456G:11.8G  479G
24-02 13:43:14|  4   5  78  13   0|3077M 8968M 1346M 17.6G|5996   527 :5751   333 : 245   188 |  76M  227M:  45M  168M:  31M   59M|40.1G  456G:11.8G  479G
